Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,100.74358088956151,101.62718320462064,98.83152662155683,99.68616532861067,101.68608757030029,1000000
2020-01-02,101.70559170323072,99.9516815035424,99.46377745677232,100.87798159264483,102.06967939721292,1000000
2020-01-03,101.0390529134422,100.3033333164134,99.56432228377845,102.31223871471131,101.5846071340798,1000000
2020-01-06,100.07330128506989,99.21277235043334,100.07497930514955,102.50602325002197,101.81463152157868,1000000
2020-01-07,98.81520520159164,100.21370072344214,100.4010720225962,101.47207977445477,102.54312161939201,1000000
2020-01-08,98.2432212962909,102.0896318432757,100.91854807540379,103.44150017915715,103.43704227654786,1000000
2020-01-09,96.77768773412062,100.72212689871633,101.66392812604892,103.59921461065814,104.26663206781622,1000000
2020-01-10,97.1892627890577,101.4432334022741,101.26399660961862,104.46669276853615,104.91656816781507,1000000
2020-01-13,96.50081211529405,100.41871453256458,100.7213531194841,104.7429307927541,102.93462466679743,1000000
2020-01-14,97.48627299863708,100.43098258654096,101.56147990148095,103.97735228153888,101.69361328761036,1000000
2020-01-15,96.39281274672014,100.0811059285753,102.32760964964015,103.70145366086216,103.63054822613584,1000000
2020-01-16,97.16586867639614,100.92083891147998,101.30603483969291,102.28161016398403,102.37125104711048,1000000
2020-01-17,95.91847352893444,99.44401768043318,101.35743231384131,102.22889047645617,103.97260037180962,1000000
2020-01-20,96.6378005663477,99.70344457431491,101.42168473626803,102.61104084539241,104.1581250135763,1000000
2020-01-21,96.45829168307324,97.39635332133506,102.52932258857784,102.18409944737509,104.3040635239297,1000000
2020-01-22,96.11451555357075,96.6207155250415,104.16977853008487,103.81605118099753,104.48254356660992,1000000
2020-01-23,96.4301332233817,98.27636939304938,103.00434017561784,104.64273557480035,104.6597241860306,1000000
2020-01-24,96.08277554392426,96.63530455034481,104.53178790551816,103.74496182575257,104.94102343461645,1000000
2020-01-27,98.0876445394722,95.85224643086737,104.15900752336793,101.83414205448395,106.34958797314741,1000000
2020-01-28,98.09165989000722,96.5295929743023,104.50553704771514,100.46563272431654,106.70860721233814,1000000
2020-01-29,98.44474438002149,95.04976831041988,103.83083920416776,101.01058785421898,108.35423944097559,1000000
2020-01-30,97.73448247499375,96.12493767296242,104.42837960288448,100.60983207489123,107.77833769751511,1000000
2020-01-31,97.61871190738115,96.44825643393344,103.85578468723355,100.041126343306,105.8068673076028,1000000
2020-02-03,97.54805584388798,94.44502930130284,103.33467330070361,98.00995774774194,105.70093432567123,1000000
2020-02-04,97.46633270679285,94.86427127700043,103.79793932705996,97.85281341677212,105.9496703483453,1000000
2020-02-05,97.67138014561144,95.90869409095122,103.09197991826461,97.76727776066387,104.91113664491341,1000000
2020-02-06,97.43397676210988,95.07251419248446,101.69920560654519,96.7786878904687,105.91823512321037,1000000
2020-02-07,97.05792851321588,96.6816374764283,101.95553578693487,95.19291303205546,104.86869061484019,1000000
2020-02-10,97.91599078803512,94.54514270947465,102.29444517265244,93.54574385261012,104.57339030626001,1000000
2020-02-11,98.25831408956286,95.31348749224088,101.99054908484645,92.92091863927745,101.97447176544974,1000000
